Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment40/benzodiazepines,1,0.0123
http://www.w3.org/2002/07/owl#Thing,81,1.0000
file:/C:/ccviews/forget/experiment/experiment40/organic-compound,2,0.0247
file:/C:/ccviews/forget/experiment/experiment40/aromatic-chlorine-compound,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/CHV_Concept,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/ddamp-bis-butylsate-,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/23-dideoxyadenosine-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/polyphloretin-phosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/9--3-azido-3-deoxy-beta-d-xylofuranosyl-adenine-5-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/deoxyribonucleotide,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/benzodiazepine,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-amino-9--2-deoxyribofuranosyl--78-dihydro-8-oxopurine-5-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/n-6--methyl-3-deoxy-5-adenylic-acid,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-deoxyadenosine-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/85-cyclo-deoxyadenosine-5-monophosphate-,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/deoxyadenylyl--3-5--deoxyguanosine,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/lactam,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/venous-and-venular-disorders,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/adenine-nucleotide,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-deoxyadenosine-5-o--2-thiotriphosphate-,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-deoxy-lin-benzoadenosine-diphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-deoxyadenosine-n-1-oxide-3-monophosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-chloro-2-deoxyadenosine-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-deoxy-2-azidoadenosine-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/alpha-thiodeoxyadenosine-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/dibenzazepines,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/veinslymphatics,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/9--3-azido-3-deoxyxylofuranosyl-adenine-5-monophosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/esophageal-disease,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/3-deoxyadenosine-5-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/vasomotor-function-nos,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/25-dideoxyadenosine-3-tetraphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/venospasm,7,0.0864
file:/C:/ccviews/forget/experiment/experiment40/volcanic-ash-soil,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/3-deoxyadenosine-2-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/dopamine-antagonist,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/2-deoxyadenosine-5-o--1-thiotriphosphate-,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/6-n-hydroxylaminopurine-deoxynucleoside-triphosphate,1,0.0123
file:/C:/ccviews/forget/experiment/experiment40/diphloretin-phosphate,2,0.0247
file:/C:/ccviews/forget/experiment/experiment40/oxygen-heterocyclic-compound,1,0.0123
