Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment1/penicillin-g,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/megakaryocyte-erythroid-progenitor-cells,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/entropion,25,0.2358
file:/C:/ccviews/forget/experiment/experiment1/aminoalcohol,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhetinic-acid-3-o-hemiphthalate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/licorice-extract---magnesium-aluminometasilicate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/hema,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/phthalimides,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/3-alpha-hydroxyglycyrrhetic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/mas063dp,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/27-hydroxyglycyrrhentic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/18alpha-glycyrrhetinic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/coxa-vara-congenita,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/lpd-gingival-message-agent,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/bunion-tailors,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhetyl-30-monoglucuronide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/carfecillin,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/non-steroidal-anti-inflammatory-agent,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/uralenolide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhetinic-acid,45,0.4245
file:/C:/ccviews/forget/experiment/experiment1/tongue-disease,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/httpwww,2,0.0189
file:/C:/ccviews/forget/experiment/experiment1/abnormality--disease-,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/acids-carbocyclic,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/J3,2,0.0189
file:/C:/ccviews/forget/experiment/experiment1/enoxolone-hyaluronic-acid-levomenol-telmesteine-vitis-vinifera-drug-combination,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/olean-9-11-12-diene-330-diol-3-o-hemisuccinate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/fatty-acid-nos,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/diethylhexyl-phthalate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/genu-varum,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/nikkajicompounds,2,0.0189
file:/C:/ccviews/forget/experiment/experiment1/numbness,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/digitus-varus,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/dibutyl-phthalate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/phthalic-acids,8,0.0755
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhetic-acid-mono-glucuronide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/UMLS_Concept,2,0.0189
file:/C:/ccviews/forget/experiment/experiment1/bone-and-joint-disease,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/methyl-2-cyano-312-dioxooleana-1-12-dien-30-oate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/phthalic-anhydrides,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/18beta-glycyrrhetinic-acid-3-o-beta-d-glucuronide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/methyl-2-cyano-311-dioxooleana-112-dien-30-oate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/blount-barber-disease,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/congenital-coxa-vara,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/club-foot,1,0.0094
http://www.w3.org/2002/07/owl#Thing,106,1.0000
file:/C:/ccviews/forget/experiment/experiment1/methyl-2-cyano-311-dioxo-18beta-olean-112-dien-30-oate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/acetylglycyrrhetinic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/tingling-tongue,4,0.0377
file:/C:/ccviews/forget/experiment/experiment1/alpha-carboxypenicillin-nos,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/inversional-sprained-ankle,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/23455a677a7b899a1011121313a1515a15b-eicosahydro-557a7b9a1215b-heptamethyl-315-dioxo-n-hydroxy-n-methyl-1h-chryseno-21-c-azepine-12-carboxylic-acid-amide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/organic-compound,2,0.0189
file:/C:/ccviews/forget/experiment/experiment1/18-dehydroglycyrrhetic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/18-olean-9-11-12-diene-330-diol-dihemiphthalate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/siegerts-sign,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/sphingosine,8,0.0755
file:/C:/ccviews/forget/experiment/experiment1/CHV_Concept,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/curved-hand,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/hallux-varus,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/myeloid-progenitor-cells,3,0.0283
file:/C:/ccviews/forget/experiment/experiment1/coxa-vara-adolescentium,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/astringents,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/rachitic-coxa-vara,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/67-dihydroxyglycyrrhentic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/n--2--3--35-bis-trifluoromethyl-phenyl-ureido-ethyl-glycyrrhetinamide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/stronger-neominophagen-c,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/deoxoglycyrrhetol-dihemiphthalate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/plant-preparation,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/carbenicillin,8,0.0755
file:/C:/ccviews/forget/experiment/experiment1/araboglycyrrhizin,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/apioglycyrrhizin,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/lipid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/congenital-entropion,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/coxa-vara,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/antipruritic-drug,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhizin-sulfate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/benzocaine-chlorhexidine-enoxolone-drug-combination,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhetyl-3-monoglucuronide,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/methyl-18-hydroxyglycyrrhetate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/congenital-hallux-varus,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glyderinine,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/lauroylglycyrrhetinic-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/olean-1113-18--diene-330-diol-dihemiphthalate-disodium-salt,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/stearyl-glycyrrhetinate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/ascorbic-acid-2--11-oxoolean-12-en-29-oic-acid-ethyl-ester-3-yl-phosphate-,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/elbow-inversion,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/hallux-varus--acquired-,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/o-phthalaldehyde,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/extended-spectrum-penicillin-antibiotic,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycols,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/glycyrrhetinyl-glycine-conjugate,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/licorice-acid,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/drug-for-peptic-ulcer,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/pigeon-toe,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/anti-inflammatory-agents,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/J10,2,0.0189
file:/C:/ccviews/forget/experiment/experiment1/coxa-vara-luxans,1,0.0094
file:/C:/ccviews/forget/experiment/experiment1/granulocyte-macrophage-progenitor-cells,1,0.0094
