Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment20/citrates,92,0.7023
file:/C:/ccviews/forget/experiment/experiment20/organic-compound,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/CHV_Concept,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/yttrium-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/positive-regulation-of-protein-transport,3,0.0229
file:/C:/ccviews/forget/experiment/experiment20/regulation-of-protein-transport,3,0.0229
file:/C:/ccviews/forget/experiment/experiment20/methylenecitric-acid,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/parishin-c,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/tributyl-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/acetyl-trihexyl-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/super-citrimax,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/intracellular-transport,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/membrane,2,0.0153
file:/C:/ccviews/forget/experiment/experiment20/parishin-f,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/parishin-g,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/2-methylcitric-acid,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/chlorocitric-acid,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/technetium-tc-99m-solcocitran,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/22-difluorocitric-acid,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/pseudomonas-nos,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/viridiofungin-c,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/viridiofungin-b,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/viridiofungin-a,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/nikkajicompounds,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/magnesium-citrate-potassium-citrate-pyridoxine-hcl-sodium-citrate-drug-combination,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/11-dimethyl-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/guidor,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/pyridoxal-phosphate-trisodium-citrate-tromethamine-drug-combination,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/technetium-tc-99m-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/odc218,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/nervinum,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/rhizobactin-1021,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/biological_process,6,0.0458
file:/C:/ccviews/forget/experiment/experiment20/pseudomonas-tolaasii,2,0.0153
file:/C:/ccviews/forget/experiment/experiment20/trisodium-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/ferric-sorbitol-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/togal,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/UMLS_Concept,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/viadent-dentifrice,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/perfadex,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/ammoniacal-ferrous-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/blood-lipoprotein-transport,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/hemiacidrin,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/ethyl-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/phenomenon,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/10-hydroxyfumonisin-c1,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/fluorocitrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/monopercitric-acid,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/sodium-citrate-sodium-bicarbonate-drug-combination,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/dimethyl-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/protein-signal-sequence,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/lithium-citrate,1,0.0076
http://www.w3.org/2002/07/owl#Thing,131,1.0000
file:/C:/ccviews/forget/experiment/experiment20/gliotoxin-fluorocitrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/as-3-preservative-solution,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/lanthanum-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/limontar,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/gallium-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/na-255,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/sodium-acetylsalicylate-sodium-bicarbonate-sodium-citrate-drug-combination,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/spiro-compounds,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/physiology,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/diethyl-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/protein-secretion,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/prevention-mouthrinse,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/negative-regulation-of-protein-transport,3,0.0229
file:/C:/ccviews/forget/experiment/experiment20/active-transport-cell-nucleus,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/garcinia-acid-dimethyl-ester,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/microtubule-based-protein-transport,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/potassium-magnesium-citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/dopamine-uptake-inhibitors,5,0.0382
file:/C:/ccviews/forget/experiment/experiment20/subys-g-solution,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/cpda-solutions,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/copper-ii--citrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/bis-citrate-cobaltate-ii-,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/peptide-transport,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/3-methylcitrate,1,0.0076
file:/C:/ccviews/forget/experiment/experiment20/acinetoferrin-imide,1,0.0076
