Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment24/interstitial-gingivitis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/potentiometry,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/gingiva-disorder,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/eruption-gingivitis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/amebic-dysentery,3,0.0138
file:/C:/ccviews/forget/experiment/experiment24/11-hydroxycannabinol,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/molecular-analysis,69,0.3165
file:/C:/ccviews/forget/experiment/experiment24/ccnt1-protein-rat,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/mercurial-gingivitis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/cobalt,18,0.0826
file:/C:/ccviews/forget/experiment/experiment24/metals-and-elements-in-tox,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/gangrenous-gingivitis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/heavy-metal,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/genetic-variation-analysis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/J6,2,0.0092
file:/C:/ccviews/forget/experiment/experiment24/gum-infection,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/cyct-protein-drosophila,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/entamoebiasis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/araceae,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/circulating-tumor-cell-analysis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/gingivitis,38,0.1743
file:/C:/ccviews/forget/experiment/experiment24/genetic-sub-region-sequence,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/caenorhabditis-elegans-larval-stage,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/acute-amebiasis,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/specific-nutrition,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/cyclin,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/oropharyngeal,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/peptide-nucleic-acid-clamping,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/9--hydroxymethyl--3--1-adamantyl-hexahydrocannabinol,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/ameboma,1,0.0046
file:/C:/ccviews/forget/experiment/experiment24/amebic-balanitis,1,0.0046
