Class,Axioms,Coverage
http://www.w3.org/2002/07/owl#Thing,81,1.0000
file:/C:/ccviews/forget/experiment/experiment34/congenital-digestive-system-disorder,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/oxygen-heterocyclic-compound,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/congenital-hepatic-fibrosis,8,0.0988
file:/C:/ccviews/forget/experiment/experiment34/shiga-like-toxin-ii,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/aminoglycoside-antibiotic,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/shiga-toxin,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/other-alveolar-and-parietoalveolar-disease,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/sterol,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus-gattii,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/betaine-compound,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/dietary-supplement,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/lung-disease,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/UMLS_Concept,2,0.0247
file:/C:/ccviews/forget/experiment/experiment34/liver-diseases,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/spectinomycin,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/schistosomatidae,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/congenital-anomaly-of-bile-ducts-nos,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/exotoxin,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/aminoacid,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus-albidus,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/trimethyl-ammonium-compounds,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/trematoda,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/eukaryota,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/schistosoma-japonicum,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/trospectomycin,9,0.1111
file:/C:/ccviews/forget/experiment/experiment34/organisms--knapsack-,2,0.0247
file:/C:/ccviews/forget/experiment/experiment34/rare,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/httpsbmi,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/diol,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/bilharzia,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/aminoglycoside-antibiotics,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/chronic-obstructive-lung-disease-nos,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/enterotoxins,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus-randhawii,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus-neoformans,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/flindersine,2,0.0247
file:/C:/ccviews/forget/experiment/experiment34/yeast,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/shiga-toxins,7,0.0864
file:/C:/ccviews/forget/experiment/experiment34/CHV_Concept,2,0.0247
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus,15,0.1852
file:/C:/ccviews/forget/experiment/experiment34/schistosoma-intercalatum,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/diamine,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/non-neoplastic-liver-and-intrahepatic-bile-duct-disorder,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/mitosporic-fungi,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/behavior-therapy,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/organic-compound,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/calculus--disease-,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/schistosoma,12,0.1481
file:/C:/ccviews/forget/experiment/experiment34/implosive-therapy,3,0.0370
file:/C:/ccviews/forget/experiment/experiment34/heterocyclic-compounds-3-ring,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/simple-physiological-organic-compound-nos,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/J9,2,0.0247
file:/C:/ccviews/forget/experiment/experiment34/secondary-amine,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/pulmonary-alveolar-microlithiasis,9,0.1111
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus-diffluens,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/chemical-entity,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/schistosoma-haematobium,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/calcinosis,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/palmitoylcarnitine,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/basidiomycota,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/shiga-toxin-2,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/shiga-toxin-1,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/aminoalcohol,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/carnitine,12,0.1481
file:/C:/ccviews/forget/experiment/experiment34/holothurin,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/nikkajicompounds,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/rare-genetic-respiratory-disease,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/hydroxy-ketone,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/cryptococcus-laurentii,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/holothurin-b2,2,0.0247
file:/C:/ccviews/forget/experiment/experiment34/schistosoma-mekongi,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/lung-diseases,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/schistosoma-cercariae,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/acetylcarnitine,1,0.0123
file:/C:/ccviews/forget/experiment/experiment34/congenital-disease,1,0.0123
