Class,Axioms,Coverage
http://www.w3.org/2002/07/owl#Thing,34,1.0000
file:/C:/ccviews/forget/experiment/experiment82/felinae,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/histamine-1-receptor-antagonist,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/organic-compound,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/piperidines,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/carboxamide,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/forage-grass,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/phenol-ether,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/vascular-plant,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/antihistamine-nos,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/httpsbmi,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/nitrogen-heterocyclic-compound,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/phleum-pratense,3,0.0882
file:/C:/ccviews/forget/experiment/experiment82/physiology,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/domestic-cat,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/J8,2,0.0588
file:/C:/ccviews/forget/experiment/experiment82/medical-specialties,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/continuous-heart-murmur,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/eye-nos,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/clinical-medicine,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/dioxanes,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/UMLS_Concept,2,0.0588
file:/C:/ccviews/forget/experiment/experiment82/azatadine,6,0.1765
file:/C:/ccviews/forget/experiment/experiment82/drug-for-peptic-ulcer,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/anti-ulcer-agent,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/troxipide,7,0.2059
file:/C:/ccviews/forget/experiment/experiment82/limbus-corneae,3,0.0882
file:/C:/ccviews/forget/experiment/experiment82/cyproheptadine,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/gramineae,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/aromatic-carboxylic-acid,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/noise--signal-,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/nikkajicompounds,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/cats,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/cornea,1,0.0294
file:/C:/ccviews/forget/experiment/experiment82/paraldol,2,0.0588
file:/C:/ccviews/forget/experiment/experiment82/clinical-physiology,5,0.1471
file:/C:/ccviews/forget/experiment/experiment82/felis,5,0.1471
file:/C:/ccviews/forget/experiment/experiment82/felidae,1,0.0294
