Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment88/organic-compound,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/nose,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/biogenic-substance,1,0.0154
http://www.w3.org/2002/07/owl#Thing,65,1.0000
file:/C:/ccviews/forget/experiment/experiment88/beard,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/enzyme-inhibition,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/r115777,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/CHV_Concept,2,0.0308
file:/C:/ccviews/forget/experiment/experiment88/quinolones,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/subdivision-of-head,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/adrenergic-agonist,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/secondary-structure,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/farnesylation-inhibition,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/enzymes,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/signal-transduction-inhibition,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/virus-vaccine,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/cheek,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/herpesvirus-vaccines,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/ace,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/oximes,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/negative-regulation-of-angiogenesis,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/enzymes-and-coenzymes,9,0.1385
file:/C:/ccviews/forget/experiment/experiment88/snout,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/gemcitabinetipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/nikkajicompounds,2,0.0308
file:/C:/ccviews/forget/experiment/experiment88/cyclophosphamidedoxorubicintipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/face,2,0.0308
file:/C:/ccviews/forget/experiment/experiment88/inhibition-of-cell-proliferation,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/phenylpropanolamine,8,0.1231
file:/C:/ccviews/forget/experiment/experiment88/midface,10,0.1538
file:/C:/ccviews/forget/experiment/experiment88/fluxofenim,2,0.0308
file:/C:/ccviews/forget/experiment/experiment88/cytochromes,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/p-hydroxynorephedrine,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/cisplatingemcitabinetipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/farnesyl-protein-transferase,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/upper-jaw-region,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/gnathostomata-vertebrate,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/farnesyl-transferase-inhibitor,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/metaraminol,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/tipifarnib,21,0.3231
file:/C:/ccviews/forget/experiment/experiment88/loxiglumide,4,0.0615
file:/C:/ccviews/forget/experiment/experiment88/r115777trastuzumab,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/propanolamines,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/enzyme-precursors,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/positive-regulation-of-apoptosis,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/anti-ulcer-agent,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/capecitabinetipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/tamoxifentipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/capecitabinedocetaxeltipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/amino-acid-motifs,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/gemcitabiner115777,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/proteins,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/craniata-chordata,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/coenzymes,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/tipifarnibtrastuzumab,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/letrozoletipifarnib,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/proglumide,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/proline-rich-protein-domains,4,0.0615
file:/C:/ccviews/forget/experiment/experiment88/molecular-targeting-drug,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/J246,2,0.0308
file:/C:/ccviews/forget/experiment/experiment88/herpes-simplex-virus-vaccines,3,0.0462
file:/C:/ccviews/forget/experiment/experiment88/face--body-region-,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/enzymesubject,1,0.0154
file:/C:/ccviews/forget/experiment/experiment88/antianxiety-agent,1,0.0154
