Class,Axioms,Coverage
http://www.w3.org/2002/07/owl#Thing,59,1.0000
file:/C:/ccviews/forget/experiment/experiment73/alginic-acid,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/vasoconstrictor-action,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/angiotensin,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/diseasespathologysymptoms--knapsack-,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/vasopressor-action,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/angiotensins,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/callus,5,0.0847
file:/C:/ccviews/forget/experiment/experiment73/J24,2,0.0339
file:/C:/ccviews/forget/experiment/experiment73/Calyptra,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/tea,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/dental-impression-material,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/hexuronate,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Root-Cap,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/drug,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Apical-Ectodermal-Ridge,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/coffee,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/humoral-immune-defect,2,0.0339
file:/C:/ccviews/forget/experiment/experiment73/Dermal-Tissue,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/signs-symptoms-and-maneuvers-related-to-the-foot-and-ankle,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/plant-extract,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Epidermis,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/alteration-of-chromosome-structure-nos,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/plant-preparations,8,0.1356
file:/C:/ccviews/forget/experiment/experiment73/httpsbmi,3,0.0508
file:/C:/ccviews/forget/experiment/experiment73/pericentric-inversion,5,0.0847
file:/C:/ccviews/forget/experiment/experiment73/Coleoptile,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/UMLS_Concept,3,0.0508
file:/C:/ccviews/forget/experiment/experiment73/inversion--genetics-,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/immune-state-nos,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/plant-oils,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/alginate,6,0.1017
file:/C:/ccviews/forget/experiment/experiment73/plant-tissue,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/stocking-anesthesia,6,0.1017
file:/C:/ccviews/forget/experiment/experiment73/iodinated-contrast-agent,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/angiography,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Bark,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/biological-products,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/immunologic-deficiency-syndrome,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/plant-part,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/nikkajicompounds,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/triiodobenzoic-acids,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/microangiography,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/angiotensin-iii,7,0.1186
file:/C:/ccviews/forget/experiment/experiment73/pyemia,4,0.0678
file:/C:/ccviews/forget/experiment/experiment73/infectious-disease-nos,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/iotrolan,3,0.0508
file:/C:/ccviews/forget/experiment/experiment73/angiotensin-converting-enzyme-inhibitor,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/substance-related-to-drugs,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/plant-extracts,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/foot-disease,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/perceptual-disorder,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/chromosomal-inversion,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Periderm,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/embryogenic-callus,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/CHV_Concept,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Seed-Coat,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/paralytic-disease,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Endodermis,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/Coleorhiza,1,0.0169
file:/C:/ccviews/forget/experiment/experiment73/protein-nos,1,0.0169
