Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment77/reporter-gene-assay,3,0.0857
http://www.w3.org/2002/07/owl#Thing,35,1.0000
file:/C:/ccviews/forget/experiment/experiment77/extended-spectrum-penicillin-antibiotic,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/httpwww,2,0.0571
file:/C:/ccviews/forget/experiment/experiment77/u-22410a,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/hexachlorobenzene,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/desmethylnafoxidine-aziridine,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/alpha-carboxypenicillin-nos,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/angiogenesis-activator-inhibitor,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/antineoplastic-agents-hormonal,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/nikkajicompounds,4,0.1143
file:/C:/ccviews/forget/experiment/experiment77/estrogen-antagonists,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/assay,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/eprinomectin,2,0.0571
file:/C:/ccviews/forget/experiment/experiment77/halogenated-hydrocarbon-nos,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/bioassay,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/chlorobenzene,5,0.1429
file:/C:/ccviews/forget/experiment/experiment77/antihelminthic-agent,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/carfecillin,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/enhancer-activity-detection-by-reporter-gene-assay,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/penicillin-g,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/J7,2,0.0571
file:/C:/ccviews/forget/experiment/experiment77/selective-estrogen-receptor-modulator,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/halobenzene,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/antineoplastic-agent-nos,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/J2,2,0.0571
file:/C:/ccviews/forget/experiment/experiment77/J632,2,0.0571
file:/C:/ccviews/forget/experiment/experiment77/nafoxidine,9,0.2571
file:/C:/ccviews/forget/experiment/experiment77/chlorobenzenes,1,0.0286
file:/C:/ccviews/forget/experiment/experiment77/carbenicillin,8,0.2286
file:/C:/ccviews/forget/experiment/experiment77/J3,2,0.0571
