Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment30/oxygen-heterocyclic-compound,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/glial-cell-proliferation,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/polysaccharides,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/alcohol,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/aromatic-fluorine-compound,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/thymidine-phosphorylase-x7c-white-blood-cells,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/chlamydiae,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/flutazolam,9,0.0891
file:/C:/ccviews/forget/experiment/experiment30/thymidine-phosphorylase-x7c-dbs,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/abnormal-blood-sodium-concentration,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/organism-subdivision,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/UMLS_Concept,3,0.0297
file:/C:/ccviews/forget/experiment/experiment30/neonatal-hyponatraemia,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/salt-deficiency,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/dna-strand-break,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/polynuclear-aromatic-compound,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/enzymes,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/globulin,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/abnormality-of-sodium-homeostasis,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/anatomical-space,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/chlamydophila-psittaci,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/pentanes,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/electrolyte-balance,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/antiviral-agent,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/chlamydia-trachomatis,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/nucleoside-analogue-incorporation,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/pyrimidine-phosphorylases,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/dna-synthesis-inhibition,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/mollusca,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/thymidine-phosphorylase,21,0.2079
file:/C:/ccviews/forget/experiment/experiment30/enzyme-inhibition,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/transferase-nos,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/bladder-cancer-pathway,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/carbamazepine-induced-hyponatremia,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/angiogenic-process,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/chlamydiaceae,8,0.0792
file:/C:/ccviews/forget/experiment/experiment30/CHV_Concept,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/hyponatraemia-aggravated,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/glycosyltransferase,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/nucleotide-metabolic-process,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/benzodiazepine,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/Mantle,9,0.0891
file:/C:/ccviews/forget/experiment/experiment30/mantle-muscle,3,0.0297
file:/C:/ccviews/forget/experiment/experiment30/bacteria,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/histomembrane,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/abnormal-blood-chemistry-and-hematology-test-result,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/antifoaming-agent,4,0.0396
file:/C:/ccviews/forget/experiment/experiment30/Specialised-Organ,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/pregnancy-associated-alpha-2-macroglobulins,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/gamma-globulin,1,0.0099
http://www.w3.org/2002/07/owl#Thing,101,1.0000
file:/C:/ccviews/forget/experiment/experiment30/histamine-h1-receptor-blocker,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/pentosyltransferase,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/immunosuppressant,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/pyrimidine-antagonist,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/fumigant,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/admixtures-auxiliaries-and-industrial-chemicals,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/biological-preparation,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/thorns-syndrome,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/drug-metabolism-by-non-cyp450-enzymes-pathway,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/neurotropin,4,0.0396
file:/C:/ccviews/forget/experiment/experiment30/benzodiazepine-antianxiety-drug,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/mantle-cavity,4,0.0396
file:/C:/ccviews/forget/experiment/experiment30/salt-losing-nephropathy,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/insecticide,1,0.0099
file:/C:/ccviews/forget/experiment/experiment30/muscle-organ,2,0.0198
file:/C:/ccviews/forget/experiment/experiment30/hyponatraemic-syndrome,1,0.0099
