Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment4/isosorbide,12,0.0438
file:/C:/ccviews/forget/experiment/experiment4/peritoneal-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/prostate-specific-antigen-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/circulating-cell-free-dna-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/angiopoietin-2-receptor-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/cartilage-thickness-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/isosorbide-dinitrate,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/kadsurenone,3,0.0109
file:/C:/ccviews/forget/experiment/experiment4/inflammatory-bowel-disease,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/advanced-oxidation-protein-products,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/lipid-metabolism-and-toxicity-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/ureteric-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/carbohydrate-metabolic-process,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/carcinoid-tumor,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/glioblastoma-multiforme-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/angiopoietin-2-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/apoptosis-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/adherens-junction-stabilization-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/antinuclear-antibody-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/blood-brain-barrier,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/complex-deep-hepatic-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/melaleuca,4,0.0146
file:/C:/ccviews/forget/experiment/experiment4/cytochrome-p450-2e1,17,0.0620
file:/C:/ccviews/forget/experiment/experiment4/benzofurans,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/endocytosis-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/phenylurea-compounds,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/carcinogen-metabolism,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/cell-cycle-regulation-process,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/obesity,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/isosorbide-induced-platelet-abigmprthrptserplasordflow-cytometry,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/protein-kinase-c,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/beta-amyloid-1-42-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/liver,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/antiphospholipid-syndrome,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/transmembrane-protein,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/transferrin-saturation-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/serum-iron-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/arachidonic-acid-metabolism-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/injury-to-spleen-with-open-wound-into-cavity,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/joint-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/prostate-cancer-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/ovarian-epithelial-tumor,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/ethanol-metabolism,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/metabolic-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/metabolism-of-xenobiotics-by-cytochrome-p450-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/solute-carrier-family-2-facilitated-glucose-transporter-member-1,20,0.0730
file:/C:/ccviews/forget/experiment/experiment4/negative-regulation-of-apoptosis,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/vasodilating-agent,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/serum-type-i-collagen-cross-linked-n-telopeptides,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/iron,12,0.0438
file:/C:/ccviews/forget/experiment/experiment4/tumor-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/liver-iron-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/traumatic-pancreas-damage,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/genetic-markers,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/t-cell-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/anti-cyclic-citrullinated-peptide-antibody-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/lipid-biomarker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/diagnostic-or-prognostic-factor,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/type-i-procollagen-c-terminal-peptide,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/virus-marker,1,0.0036
http://www.w3.org/2002/07/owl#Thing,274,1.0000
file:/C:/ccviews/forget/experiment/experiment4/visual-hallucination,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/genomic-biomarker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/abdominal-injury,32,0.1168
file:/C:/ccviews/forget/experiment/experiment4/receptor-binding,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/ferritin-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/diaphragmatic-rupture,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/surrogate-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/osteoarthritis,3,0.0109
file:/C:/ccviews/forget/experiment/experiment4/long-term-depression-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/blunt-liver-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/end-point,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/adenocarcinoma,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/thyroid-peroxidase-antibody-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/intercellular-communication-process,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/transmembrane-domain,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/atheroma,5,0.0182
file:/C:/ccviews/forget/experiment/experiment4/adrenal-gland-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/urinary-biomarker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/biogenic-substance,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/injury-to-peritoneum,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/bone-formation-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/serum-galactose-deficient-iga1-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/biomarker,120,0.4380
file:/C:/ccviews/forget/experiment/experiment4/telomere-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/e-selectin-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/biology,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/cluster-of-differentiation,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/risk-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/renal-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/multiple-endocrine-neoplasia,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/cerebrospinal-fluid-volume-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/terms-related-to-environmental-pollution,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/myrtaceae,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/biomarkers-pharmacological,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/cytochrome-p450,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/linoleic-acid-metabolism-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/stimulation-of-cell-proliferation,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/epaaa-ratio,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/solute-carrier-family,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/plasma-membrane-estrogen-receptor-signaling-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/hepatocellular-damage,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/diseasespathologysymptoms--knapsack-,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/hallucinations,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/hif-1-alpha-transcription-factor-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/skeletal-muscle-hypertrophy-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/autoimmune-thyroid-disease,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/neuroblastoma,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/skin-atheroma,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/perception-disorder,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/complement-c4-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/hallucination,11,0.0401
file:/C:/ccviews/forget/experiment/experiment4/antiphospholipid-antibody-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/abdomen-bruise,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/traumatic-rupture-of-the-uterus,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/soluble-transferrin-receptor-measurement,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/penetrating-abdominal-injury,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/molecular-marker,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/igf1-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/oocyte-meiosis-pathway,2,0.0073
file:/C:/ccviews/forget/experiment/experiment4/lignans,1,0.0036
file:/C:/ccviews/forget/experiment/experiment4/insulin-like-growth-factor,2,0.0073
