Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment36/endoscopic-laryngo-pharyngeal-surgery,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/CHV_Concept,2,0.0250
file:/C:/ccviews/forget/experiment/experiment36/rilpivirinesuscptisolateordqnge,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/rilpivirinemcncptserplasqn,1,0.0125
http://www.w3.org/2002/07/owl#Thing,80,1.0000
file:/C:/ccviews/forget/experiment/experiment36/hyperplasia-nos,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/substance-related-to-drugs,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/lumbar-disc-herniation,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/spine-disorder,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/pharyngeal-disease,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/non-nucleoside-reverse-transcriptase-inhibitor,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/organic-compound,3,0.0375
file:/C:/ccviews/forget/experiment/experiment36/disorder-of-the-vertebral-column-nos,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/erbulozole,3,0.0375
file:/C:/ccviews/forget/experiment/experiment36/sciatica,12,0.1500
file:/C:/ccviews/forget/experiment/experiment36/supraglottic-laryngectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/J2,2,0.0250
file:/C:/ccviews/forget/experiment/experiment36/neuralgia,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/subtotal-laryngectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/J7,2,0.0250
file:/C:/ccviews/forget/experiment/experiment36/stenosis,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/rilpivirinesuscptisolateordqnphe,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/total-laryngectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/di,2,0.0250
file:/C:/ccviews/forget/experiment/experiment36/volvocida,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/dinitrophenols,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/dioxolanes,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/nikkajicompounds,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/methyl-iodide,5,0.0625
file:/C:/ccviews/forget/experiment/experiment36/preservation-of-larynx-in-surgery,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/tubulin-binding-agent,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/head-and-neck-finding,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/laryngectomy,17,0.2125
file:/C:/ccviews/forget/experiment/experiment36/chlamydomonas-acidophila,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/otorhinolaryngologic-surgery,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/pharyngeal-stenosis,3,0.0375
file:/C:/ccviews/forget/experiment/experiment36/enzyme-inhibitor,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/antiviral-drug,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/laryngopharyngoesophagectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/human-leucocyte-antigen,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/pyrimidines,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/abnormality-of-the-skeletal-system,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/mastigophora,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/larynx,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/peripheral-nervous-system-disorder,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/excision,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/respiratory-surgery,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/chlorophyta,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/alaproclate,3,0.0375
file:/C:/ccviews/forget/experiment/experiment36/diseasespathologysymptoms--knapsack-,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/supracricoid-laryngectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/UMLS_Concept,3,0.0375
file:/C:/ccviews/forget/experiment/experiment36/hla-dp-alpha-chains,4,0.0500
file:/C:/ccviews/forget/experiment/experiment36/nitriles,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/hla-dp-antigens,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/chlamydomonas-reinhardtii,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/partial-laryngectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/thickness,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/corneal-thickness,4,0.0500
file:/C:/ccviews/forget/experiment/experiment36/head-and-neck-surgery,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/alanine,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/hemilaryngectomy,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/hydrocarbons-iodinated,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/antidepressant-agent,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/hyperplasia,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/secondary-hyperplasia,2,0.0250
file:/C:/ccviews/forget/experiment/experiment36/other-and-unspecified-back-disorders,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/httpsbmi,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/antibiotics,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/surface-antigen,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/ldh-related-sciatica-symptom-severity-measurement,2,0.0250
file:/C:/ccviews/forget/experiment/experiment36/back-pain,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/chlamydomonadaceae,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/halogenated-hydrocarbon-nos,1,0.0125
file:/C:/ccviews/forget/experiment/experiment36/chlamydomonas,9,0.1125
file:/C:/ccviews/forget/experiment/experiment36/rilpivirine,11,0.1375
file:/C:/ccviews/forget/experiment/experiment36/visual-testing,1,0.0125
