Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment43/perforin,2,0.0513
file:/C:/ccviews/forget/experiment/experiment43/toxicity,1,0.0256
http://www.w3.org/2002/07/owl#Thing,39,1.0000
file:/C:/ccviews/forget/experiment/experiment43/triterpenoid-saponin,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/cy,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/retinal-vein,6,0.1538
file:/C:/ccviews/forget/experiment/experiment43/cytotoxicity-immunologic,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/au,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/drug-poisoning,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/in-vitro-cytotoxicity,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/nikkajicompounds,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/11-dehydrocorticosterone,4,0.1026
file:/C:/ccviews/forget/experiment/experiment43/veins,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/inorganic-compounds,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/calcium-compounds,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/httpsbmi,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/intoxication,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/cinchonism,4,0.1026
file:/C:/ccviews/forget/experiment/experiment43/cell-biology,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/cell-death,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/vein,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/eremophila-plant,3,0.0769
file:/C:/ccviews/forget/experiment/experiment43/CHV_Concept,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/corticosterone,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/complement-dependent-cytotoxicity,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/multiple-organ-syndromes-nec,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/UMLS_Concept,2,0.0513
file:/C:/ccviews/forget/experiment/experiment43/myoporaceae,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/gamopetalae,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/hemostatic-agent-nos,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/cytotoxicity,13,0.3333
file:/C:/ccviews/forget/experiment/experiment43/cdac,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/calcium-hydroxide,7,0.1795
file:/C:/ccviews/forget/experiment/experiment43/drugs-in-tissues,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/cytolysis,1,0.0256
file:/C:/ccviews/forget/experiment/experiment43/J5,2,0.0513
file:/C:/ccviews/forget/experiment/experiment43/retinal-vessel,1,0.0256
