Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment79/blast-cell,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/CHV_Concept,2,0.0870
http://www.w3.org/2002/07/owl#Thing,23,1.0000
file:/C:/ccviews/forget/experiment/experiment79/embryonic-cell,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/sambucus-nos,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/orthopedic-surgery,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/phenylbutyrates,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/excision,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/blood-component,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/nonsteroidal-antiinflammatory-drug,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/nikkajicompounds,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/angioblast,2,0.0870
file:/C:/ccviews/forget/experiment/experiment79/sambucus-nigra,5,0.2174
file:/C:/ccviews/forget/experiment/experiment79/te,4,0.1739
file:/C:/ccviews/forget/experiment/experiment79/UMLS_Concept,2,0.0870
file:/C:/ccviews/forget/experiment/experiment79/J3,2,0.0870
file:/C:/ccviews/forget/experiment/experiment79/metabolic-disease,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/abnormal-urine-test-result,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/hypocitraturia,2,0.0870
file:/C:/ccviews/forget/experiment/experiment79/fenbufen,5,0.2174
file:/C:/ccviews/forget/experiment/experiment79/caprifoliaceae,1,0.0435
file:/C:/ccviews/forget/experiment/experiment79/blood-gas,3,0.1304
