Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment39/heart-valve-disorder,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/age-x7c-patient,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/mothers-age-at-death,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/age-at-menopause-x7c-patient,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/microcyst,2,0.0088
file:/C:/ccviews/forget/experiment/experiment39/organism-substance,2,0.0088
file:/C:/ccviews/forget/experiment/experiment39/mcfd2-protein,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/nikkajicompounds,3,0.0132
file:/C:/ccviews/forget/experiment/experiment39/age-at-first-hospitalization,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/frantzels-murmur,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/fibrinolysis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/single-multicellular-organism-process,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/tree-age,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/skeletal-muscle-ventricle,2,0.0088
file:/C:/ccviews/forget/experiment/experiment39/globin,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/age-between-80-and-85-years,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/antithrombogenic-surface,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/inorganic-compounds,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/age-of-majority,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/ageat-body-weightmaxtimeptpatientqn,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/coagulation-inhibitors,2,0.0088
file:/C:/ccviews/forget/experiment/experiment39/cytoglobin,2,0.0088
file:/C:/ccviews/forget/experiment/experiment39/holmium,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/month-old,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/postmenstrual-age,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/myeloid-cell,4,0.0175
file:/C:/ccviews/forget/experiment/experiment39/rheumatic-mitral-stenosis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment39/nucleated-thrombocyte,4,0.0175
file:/C:/ccviews/forget/experiment/experiment39/blood-abnormality,1,0.0044
