Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment18/eyelid-muscle,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/acquired-renal-artery-aneurysm,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/disease-of-artery-nos,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/mesenchyme,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/lexil,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/enone,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/meibomian-glands,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/anti-anxiety-agents,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/benzodiazepine-nos,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/melanocyte,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/n-methylbromazepam,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/meibomian-cyst,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/eyelid-skin,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/nerve,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/eyelid,80,0.5556
file:/C:/ccviews/forget/experiment/experiment18/orthodontics,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/levator-palpebrae-superioris,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/margin-of-eyelid,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/melanocyte-of-eyelid,3,0.0208
file:/C:/ccviews/forget/experiment/experiment18/acipenseriformes,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/connective-tissue,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/eyelid-carcinoma,6,0.0417
file:/C:/ccviews/forget/experiment/experiment18/malignant-eyelid-neoplasm,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/dental-health-surveys,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/pilin,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/tarsal-gland,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/anatomical-structure,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/httpsbmi,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/ectoderm-derived-structure,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/artery,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/muscle-organ,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/gaba-modulators,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/eyelash,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/coxsackievirus-infectious-disease,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/J3,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/conjunctiva,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/eye-blink-reflex,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/other-aneurysm,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/sweat-gland-of-eyelid,3,0.0208
file:/C:/ccviews/forget/experiment/experiment18/meibomian-gland,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/aromatic-ketone,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/eyelid-disorder,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/mouth,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/viral-disease,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/eye,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/eyelid-connective-tissue,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/eyelid-melanoma,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/eyelid-subcutaneous-connective-tissue,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/optic-organ,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/ocular-melanoma,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/arterial-aneurysm,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/zone-of-skin,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/ocular-surface-region,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/outer-canthus,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/index-of-orthodontic-treatment-need,3,0.0208
file:/C:/ccviews/forget/experiment/experiment18/eyelid-nerve,3,0.0208
file:/C:/ccviews/forget/experiment/experiment18/eye-disease,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/gland-of-wolfring,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/eyelid-blood-vessel,3,0.0208
file:/C:/ccviews/forget/experiment/experiment18/benign-eye-neoplasm,2,0.0139
http://www.w3.org/2002/07/owl#Thing,144,1.0000
file:/C:/ccviews/forget/experiment/experiment18/eyelid-sebaceous-gland-carcinoma,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/nictitating-membrane,1,0.0069
file:/C:/ccviews/forget/experiment/experiment18/herpangina,8,0.0556
file:/C:/ccviews/forget/experiment/experiment18/UMLS_Concept,4,0.0278
file:/C:/ccviews/forget/experiment/experiment18/sebaceous-gland,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/hordeolum,2,0.0139
file:/C:/ccviews/forget/experiment/experiment18/bromazepam,11,0.0764
