Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment50/homeostatic-process,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/pdgf-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/transcription-factor,2,0.0556
http://www.w3.org/2002/07/owl#Thing,36,1.0000
file:/C:/ccviews/forget/experiment/experiment50/srf-activation-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/national-institute-of-mental-health--us-,6,0.1667
file:/C:/ccviews/forget/experiment/experiment50/httpsbmi,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/dna-binding-protein,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/organogenesis,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/neurotrophic-factor-mediated-ntrk1-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/relaxation-therapy,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/progressive-muscle-relaxation,3,0.0833
file:/C:/ccviews/forget/experiment/experiment50/androgen-receptor-regulation-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/crown-gall,3,0.0833
file:/C:/ccviews/forget/experiment/experiment50/igf-1-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/organization-and-group--life-science-,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/pdgfr-alpha-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/srf-gene,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/UMLS_Concept,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/plant-tumors,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/human,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/epidermal-growth-factor-receptor-downstream-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/p38-mapkmapkap-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/morphogenesis,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/hdac-class-ii-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/hop-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/blistered-protein-drosophila,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/organizations,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/srf-protein-human,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/plant-disease,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/serum-response-factor,24,0.6667
file:/C:/ccviews/forget/experiment/experiment50/growth-hormone-signaling-pathway,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/transcriptional-regulation,2,0.0556
file:/C:/ccviews/forget/experiment/experiment50/national-institutes-of-health--us-,1,0.0278
file:/C:/ccviews/forget/experiment/experiment50/mapk-signaling-pathway,2,0.0556
