Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment54/J390,2,0.0357
http://www.w3.org/2002/07/owl#Thing,56,1.0000
file:/C:/ccviews/forget/experiment/experiment54/endometriosis-of-ovary,5,0.0893
file:/C:/ccviews/forget/experiment/experiment54/benzodiazepine-nos,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/isomerase,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/UMLS_Concept,4,0.0714
file:/C:/ccviews/forget/experiment/experiment54/midazolam-induced-platelet-abigmprthrptserplasordflow-cytometry,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-stool,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-meconium,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/phosphotransferases--phosphomutases-,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-urine,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-xxx,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-vitreous-fluid,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/tranquilizers,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam,27,0.4821
file:/C:/ccviews/forget/experiment/experiment54/dehydrofelodipine,2,0.0357
file:/C:/ccviews/forget/experiment/experiment54/phosphomannomutase,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/felodipine,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/sedativehyp,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/protein-family,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/exogenous-obesity,3,0.0536
file:/C:/ccviews/forget/experiment/experiment54/cap,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/ache,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/httpsbmi,2,0.0357
file:/C:/ccviews/forget/experiment/experiment54/midazolam-induced-platelet-abiggprthrptserplasordflow-cytometry,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/specific-endometrioses,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-saliva,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/benzodiazepines,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/signs-symptoms-and-maneuvers-related-to-the-hip-and-pelvis,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/cytochrome-p450-3a5,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/cytochrome-p450-3a4,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/cytochrome-p450-3a7,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/endometriosis,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/inguinodynia,2,0.0357
file:/C:/ccviews/forget/experiment/experiment54/s-nitrosocap,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/benzodiazepine,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-body-fluid,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-bld-ser-plas,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-unknown-substance,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/4-hydroxymidazolam,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/J31,2,0.0357
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-hair,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolammassptdoseqn,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/isomerase-nos,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/obesity,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/midazolam-x7c-tissue-and-smears,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/nikkajicompounds,3,0.0536
file:/C:/ccviews/forget/experiment/experiment54/J387,2,0.0357
file:/C:/ccviews/forget/experiment/experiment54/phosphoglucomutase,9,0.1607
file:/C:/ccviews/forget/experiment/experiment54/phosphomutase,1,0.0179
file:/C:/ccviews/forget/experiment/experiment54/ovarian-disease,1,0.0179
