Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment68/CHV_Concept,1,0.0149
http://www.w3.org/2002/07/owl#Thing,67,1.0000
file:/C:/ccviews/forget/experiment/experiment68/osteoporosis,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/mandibular-first-molar,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/ophthalmia,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/wisdom-tooth,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/microlissencephaly,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/rare-genetic-intellectual-disability-with-developmental-anomaly,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/nonbacterial-verrucal-endocardiosis,3,0.0448
file:/C:/ccviews/forget/experiment/experiment68/hafnium-chloride,2,0.0299
file:/C:/ccviews/forget/experiment/experiment68/syndromic-intellectual-disability,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/maxillary-molar,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/classical-lissencephalies-and-subcortical-band-hetero,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/molar,9,0.1343
file:/C:/ccviews/forget/experiment/experiment68/posterior-tooth,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/malformations-of-cortical-development,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/hafnium,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/burkholderia-mallei-x7c-bld-ser-plas,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/unit-of-molarity,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/endocarditis-nos,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/health-insurance-system,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/ulcer,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/lissencephaly-with-cerebellar-hypoplasia,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/burkholderia-mallei-x7c-xxx,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/endonuclease,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/lissencephaly-type-3,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/stress--mechanics-,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/endonuclease-g,2,0.0299
file:/C:/ccviews/forget/experiment/experiment68/stress--physiology-,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/environmental-stress,5,0.0746
file:/C:/ccviews/forget/experiment/experiment68/legislation-as-,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/burkholderia-sp,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/hypopyon-ulcer,5,0.0746
file:/C:/ccviews/forget/experiment/experiment68/mandibular-second-molar,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/medicare-part-d,2,0.0299
file:/C:/ccviews/forget/experiment/experiment68/systemic-amyloidosis,3,0.0448
file:/C:/ccviews/forget/experiment/experiment68/endocarditis,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/genetic-syndrome-with-a-central-nervous-system-malformation-as-major-feature,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/lissencephaly,20,0.2985
file:/C:/ccviews/forget/experiment/experiment68/lissencephaly-3,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/burkholderia,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/UMLS_Concept,5,0.0746
file:/C:/ccviews/forget/experiment/experiment68/second-molar,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/classic-lissencephaly,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/disease-of-cornea-nos,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/miller-dieker-syndrome,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/cobblestone-lissencephaly,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/corneal-ulcer,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/maxillary-first-molar,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/bacteria,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/abnormality--disease-,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/burkholderia-mallei,8,0.1194
file:/C:/ccviews/forget/experiment/experiment68/treatment,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/amyloidosis,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/rare-non-neoplastic-disorder,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/thrombosis-arm,3,0.0448
file:/C:/ccviews/forget/experiment/experiment68/cerebral-malformation-with-epilepsy,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/juvenile-osteoporosis,3,0.0448
file:/C:/ccviews/forget/experiment/experiment68/classical-lissencephaly,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/thrombosis,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/httpsbmi,3,0.0448
file:/C:/ccviews/forget/experiment/experiment68/inorganic-compounds,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/endodeoxyribonucleases,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/other-syndrome-with-lissencephaly-as-a-major-feature,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/wart,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/suppurative-inflammation,1,0.0149
file:/C:/ccviews/forget/experiment/experiment68/brain-disease,1,0.0149
