Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment31/tiletamine,10,0.0714
file:/C:/ccviews/forget/experiment/experiment31/lichen-sclerosus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/drug-therapy,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/anesthetic-agent,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/nikkajicompounds,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/melanogenesis-pathway,2,0.0143
file:/C:/ccviews/forget/experiment/experiment31/atrophic-lichen-planus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-sclerosis-atrophicus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/labiatae,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-syphiliticus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/hyphomycetes,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-obtusus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-nuchae,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-planus-aggravated,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/trabectedin-regimen,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/dioxoles,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/adcy9-gene,2,0.0143
file:/C:/ccviews/forget/experiment/experiment31/CHV_Concept,2,0.0143
file:/C:/ccviews/forget/experiment/experiment31/tiletamine-zolazepam-drug-combination,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/dermatitis-lichenoid,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/oocyte-meiosis-pathway,2,0.0143
file:/C:/ccviews/forget/experiment/experiment31/lyase-nos,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-hemorrhagicus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/fixed-dilated-pupils,4,0.0286
file:/C:/ccviews/forget/experiment/experiment31/lichenoid-myxedema,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/retinoid-x-receptor,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-planus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/phosphorus-oxygen-lyase,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/Soredium,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-scrofulosorum-conjunctivae,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/anesthetic,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/systemic-chemotherapy,5,0.0357
file:/C:/ccviews/forget/experiment/experiment31/other-lichen-nec,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-ruber-acuminatus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-striatus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-amyloidosis,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/other-skin-and-subcutaneous-tissue-inflammatory-conditions,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-spinulosus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/skin-disease,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/plasma-membrane,3,0.0214
file:/C:/ccviews/forget/experiment/experiment31/lichen-trichophyticus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/signaling-protein,3,0.0214
file:/C:/ccviews/forget/experiment/experiment31/salivary-secretion-pathway,2,0.0143
file:/C:/ccviews/forget/experiment/experiment31/retinoid-x-receptors,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/eczema-lichenificatum,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/bullous-lichen-planus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/iris-disease,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-agrius,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/retinoid-x-receptor-gamma,3,0.0214
file:/C:/ccviews/forget/experiment/experiment31/drug-eruption-lichen-planus-like,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/Interspecific-Interaction,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-planopilaris,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/strophulus-pruriginous,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/adenylate-cyclase-type-9,21,0.1500
file:/C:/ccviews/forget/experiment/experiment31/isodon,3,0.0214
file:/C:/ccviews/forget/experiment/experiment31/lichen-planus-oral,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/dna-minor-groove-binding-agent,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/group-psychotherapy,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/pharmacotherapy,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/UMLS_Concept,4,0.0286
file:/C:/ccviews/forget/experiment/experiment31/trabectedin,5,0.0357
file:/C:/ccviews/forget/experiment/experiment31/hypertrophic-lichen-planus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/erythematous-lichen-planus,1,0.0071
file:/C:/ccviews/forget/experiment/experiment31/lichen-planus-like-eruption,1,0.0071
