Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment72/cestoda,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/dexamethasonedoxorubicinquinineverapamilvincristine,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/tuftsin,4,0.0408
http://www.w3.org/2002/07/owl#Thing,98,1.0000
file:/C:/ccviews/forget/experiment/experiment72/biogenic-substance,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/methionine,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/CHV_Concept,3,0.0306
file:/C:/ccviews/forget/experiment/experiment72/cytochrome-p450-3a5,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/httpsbmi,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/cytochrome-p450-3a4,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nadph-oxidase,10,0.1020
file:/C:/ccviews/forget/experiment/experiment72/cytochrome-p450-3a7,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/animal-medicine,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nitrogen-heterocyclic-compound,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nadh-nadph-oxidoreductases,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/quinine-x7c-bld-ser-plas,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/quinine-induced-neutrophil-abiggprthrptserplasordflow-cytometry,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/alkaloid,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/anthelmintic,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nadph-oxidase-1,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/quinine-induced-platelet-abiggprthrptserplasordflow-cytometry,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/rna-caps,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/selenomethionine,6,0.0612
file:/C:/ccviews/forget/experiment/experiment72/quinoline-alkaloid,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/dietary-fats,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/insecticide-for-infectious-disease-control,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/cyclophosphamidedoxorubicine,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/oligopeptides,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/analgesic,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/dairy-product,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/rna-cap-analogs,3,0.0306
file:/C:/ccviews/forget/experiment/experiment72/movement-disorder,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/carrageenan,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/quinine-induced-neutrophil-abigmprthrptserplasordflow-cytometry,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nadph-oxidase-2,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nucleic-acid,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nadph-oxidase-4,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/dexamethasonedoxorubicinprednisonequininevincristine,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/nikkajicompounds,2,0.0204
file:/C:/ccviews/forget/experiment/experiment72/plant-mucilage,7,0.0714
file:/C:/ccviews/forget/experiment/experiment72/quinuclidine,1,0.0102
file:/C:/ccviews/forget/experiment/experiment72/quinine-induced-platelet-abigmprthrptserplasordflow-cytometry,1,0.0102
