Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment17/disorder-of-lysosomal-enzyme-nos,1,0.0250
http://www.w3.org/2002/07/owl#Thing,40,1.0000
file:/C:/ccviews/forget/experiment/experiment17/pulmonary-function-test,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/macrolide-antibiotics,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/oleandomycin,8,0.2000
file:/C:/ccviews/forget/experiment/experiment17/hemangioma,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/bacteriophages,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/enzyme-deficiency,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/nikkajicompounds,2,0.0500
file:/C:/ccviews/forget/experiment/experiment17/fabrys-disease,7,0.1750
file:/C:/ccviews/forget/experiment/experiment17/cardiac-fabry-disease,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/pressure--life-science-,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/macrolides,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/oxyuroidea,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/lamiaceae,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/beta-cyclodextrins,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/cyclodextrin,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/hamycin,2,0.0500
file:/C:/ccviews/forget/experiment/experiment17/pinworm,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/agastache,3,0.0750
file:/C:/ccviews/forget/experiment/experiment17/CHV_Concept,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/aniline-compounds,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/enterobius,6,0.1500
file:/C:/ccviews/forget/experiment/experiment17/bacteriophage,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/troleandomycin,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/institute,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/aclonifen,2,0.0500
file:/C:/ccviews/forget/experiment/experiment17/national-academy-of-sciences--us-,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/nematoda,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/sphingolipidosis,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/macrolide-antibiotic,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/organic-compound,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/enterobius-vermicularis,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/staphylococcus-phages,3,0.0750
file:/C:/ccviews/forget/experiment/experiment17/polyenes,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/labiatae,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/antibiotic-nos,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/J318,2,0.0500
file:/C:/ccviews/forget/experiment/experiment17/maximal-expiratory-pressure,2,0.0500
file:/C:/ccviews/forget/experiment/experiment17/antibacterial-drug,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/lipoidosis,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/methyl-beta-cyclodextrin,2,0.0500
file:/C:/ccviews/forget/experiment/experiment17/hereditary-disease,1,0.0250
file:/C:/ccviews/forget/experiment/experiment17/institute-of-medicine--us-,3,0.0750
