Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment44/meningeal-neoplasm,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/lesion,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/hhv8-related-malignant-neoplasm,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/ec,3,0.0167
file:/C:/ccviews/forget/experiment/experiment44/proton-phosphate-symporters,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/lung-tissue,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/superficial-vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/CHV_Concept,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/anaplastic-large-cell-lymphoma-alk-positive,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/lymphoid-tissue,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/growth-stage,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/non-metastatic-neoplasm,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/ribosome-inactivating-proteins-type-1,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/clonal-t-cell-receptor-gamma-chain-gene-rearrangement,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/ramipril,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/flavimonas-oryzihabitans-bacteremia,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/n-glycosidase,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/meninges,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/ribosome-inactivating-proteins-type-2,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/new-primary-tumor,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/farnesylation-inhibition,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/ion-pump--organism-,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/small-saphenous-vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/plasmablastic-immunoblast,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/central-giant-cell-granuloma,5,0.0278
file:/C:/ccviews/forget/experiment/experiment44/refractory-malignant-neoplasm-of-multiple-primary-sites,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/glycosidic-linkage-hydrolase,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/diffuse-large-b-cell-lymphoma,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/aggressive-clinical-course,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/nikkajicompounds,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/saphenous-vein,13,0.0722
file:/C:/ccviews/forget/experiment/experiment44/anaplastic-large-cell-lymphoma-alk-negative,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/activated-skin-homing-t-lymphocyte,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/egfr-gene-amplification,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/cyclophosphamidedoxorubicintipifarnib,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/systemic-mastocytosis,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/inhibition-of-cell-proliferation,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/central-nervous-system-melanocytic-neoplasm,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/primary-effusion-lymphoma,18,0.1000
file:/C:/ccviews/forget/experiment/experiment44/bacterial-infection--disease-,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/cutaneous-involvement,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/primary-cutaneous-meningioma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/dermal-neoplasm,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/antiarrhythmic-agent,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/disclosure,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/gain-of-chromosome-x,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/short-saphenous-vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/cisplatingemcitabinetipifarnib,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/trisomy-7,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/trisomy-8,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/farnesyl-protein-transferase,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/t-cell-non-hodgkin-lymphoma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/farnesyl-transferase-inhibitor,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/lung,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/trisomy-12,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/reed-sternberg-like-cell,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/gastric-diffuse-large-b-cell-lymphoma,5,0.0278
file:/C:/ccviews/forget/experiment/experiment44/UMLS_Concept,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/tipifarnib,21,0.1167
file:/C:/ccviews/forget/experiment/experiment44/gastric-t-cell-non-hodgkin-lymphoma,5,0.0278
file:/C:/ccviews/forget/experiment/experiment44/diseases-of-the-jaws,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/Nucleosidase,7,0.0389
file:/C:/ccviews/forget/experiment/experiment44/neoplasm-by-special-category,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/ribosome-inactivating-proteins,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/long-saphenous-vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/nad-nucleosidase,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/critical-period--psychology-,3,0.0167
file:/C:/ccviews/forget/experiment/experiment44/postgerminal-center-b-lymphocyte,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/capecitabinetipifarnib,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/idh-gene-family-mutation,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/neoplastic-b-immunoblast,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/tamoxifentipifarnib,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/metastatic-lesion,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/tipifarnibtrastuzumab,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/granuloma,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/glioblastoma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/gastric-non-hodgkin-lymphoma,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/sodium-phosphate-cotransporter-proteins,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/hemicellulase,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/clonal-t-cell-receptor-beta-chain-gene-rearrangement,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/molecular-targeting-drug,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/cd30-positive-neoplastic-cells-present,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/lymphadenopathy,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/kaposi-sarcoma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/primary-systemic-anaplastic-large-cell-lymphoma-alk-positive,6,0.0333
file:/C:/ccviews/forget/experiment/experiment44/clonal-t-cell-receptor-gene-rearrangement,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/primary-lung-meningioma,5,0.0278
http://www.w3.org/2002/07/owl#Thing,180,1.0000
file:/C:/ccviews/forget/experiment/experiment44/lower-leg-blood-vessel,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/enzyme-inhibition,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/primary-amyloidosis,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/r115777,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/quinolones,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/bone-osteosarcoma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/primary-systemic-mastocytosis,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/indecainide,3,0.0167
file:/C:/ccviews/forget/experiment/experiment44/ace-inhibitor,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/primary-melanocytic-lesion-of-meninges,6,0.0333
file:/C:/ccviews/forget/experiment/experiment44/hhv8-related-lymphoproliferative-disorder,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/accessory-saphenous-vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/duty-to-warn,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/small-saphenous-veins,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/anaplastic-large-b-lymphocyte,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/amp-nucleosidase,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/giant-cell-tumor,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/signal-transduction-inhibition,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/J33,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/great-saphenous-vein,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/multifocal-lesion,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/J32,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/pseudomonas-infection,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/lung-meningioma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/recurrent-malignant-neoplasm,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/negative-regulation-of-angiogenesis,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/egfr-gene,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/anaplastic-t-lymphocyte,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/gemcitabinetipifarnib,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/virus-related-lymphoma,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/fluorenes,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/leptomeninges,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/truth-disclosure,3,0.0167
file:/C:/ccviews/forget/experiment/experiment44/refractory-malignant-neoplasm,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/glycoside-hydrolases,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/hodgkin-like-cell,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/pseudomonas-infections,5,0.0278
file:/C:/ccviews/forget/experiment/experiment44/disease-and-symptom,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/learning,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/primary-systemic-amyloidosis,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/gain-of-chromosome-12,2,0.0111
file:/C:/ccviews/forget/experiment/experiment44/systemic-anaplastic-large-cell-lymphoma,4,0.0222
file:/C:/ccviews/forget/experiment/experiment44/ramiprilat,3,0.0167
file:/C:/ccviews/forget/experiment/experiment44/ethmoid-sinus-neoplasm,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/r115777trastuzumab,1,0.0056
file:/C:/ccviews/forget/experiment/experiment44/positive-regulation-of-apoptosis,1,0.0056
