Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment60/lateral-subventricular-zone,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/acute-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritis-rheumatoid,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/crohns-associated-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/nephrotic-syndrome,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/CHV_Concept,2,0.0088
file:/C:/ccviews/forget/experiment/experiment60/valencene,2,0.0088
file:/C:/ccviews/forget/experiment/experiment60/rhizomelic-pseudopolyarthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/septum-pellucidum,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritis-infectious,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/bone-inflammation-disease,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritis-sicca,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/drug-for-peptic-ulcer,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/enthesitis-related-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/isonox,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/inflammatory-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthropathy,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/psoriatic-arthritis-aggravated,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/polyarthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritis-of-the-temporomandibular-joint,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/cy,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/transparent-septum,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/hench-rosenberg-syndrome,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/nikkajicompounds,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/renal-failure,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/glycine-decarboxylase-complex-h-protein,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/chronic-polyarthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/post-streptococcal-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/joint-disorder,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/polyarthritis-generalized,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/adjuvant-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/adhesive-capsulitis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/climacteric-arthritis-involving-shoulder-region,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/generalised-oa,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/sedative-and-hyp,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/joint-disease,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/remitting-seronegative-symmetrical-synovitis-with-pitting-edema,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/UMLS_Concept,2,0.0088
file:/C:/ccviews/forget/experiment/experiment60/nocloprost,2,0.0088
file:/C:/ccviews/forget/experiment/experiment60/osteoarthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/mycoplasma-nos,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/dihydrolipoamide-dehydrogenase,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/propionylcarnitine,2,0.0088
file:/C:/ccviews/forget/experiment/experiment60/methaqualone,22,0.0965
file:/C:/ccviews/forget/experiment/experiment60/early-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/2-hydroxymethylmethaqualone-glucuronide,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritic-general-pseudoparalysis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/neuropathic-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/joint-symptom,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritic-asthma,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/nitromethaqualone,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/polyarthritis-rheumatica,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/reactive-arthritis,1,0.0044
http://www.w3.org/2002/07/owl#Thing,228,1.0000
file:/C:/ccviews/forget/experiment/experiment60/lyme-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/rubiaceae,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/4-bromomethaqualone,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/traumatic-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/joint-swelling-inflammatory,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/ype,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/monoclonal-gammopathy-of-undetermined-significance,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/mycoplasma-ovipneumoniae,3,0.0132
file:/C:/ccviews/forget/experiment/experiment60/coagulation-disorder,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/climacteric-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/plasma-cell-myeloma,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/fourth-ventricle,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/autoimmune-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/ba-51-084512,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/microaneurysm,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/glycine-dehydrogenase--decarboxylating-,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/hips-osteoarthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/lonetil-m3,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/adjuvant-disease,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/glucosyltransferases,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/hand-osteoarthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/monoclonal-immunoglobulin-deposition-disease,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/neck-arthritis,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/arthritis-single-joint,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/immunoglobulin-heavy-chain-deposition,4,0.0175
file:/C:/ccviews/forget/experiment/experiment60/gout,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/infectious-disease,2,0.0088
file:/C:/ccviews/forget/experiment/experiment60/inflammation,1,0.0044
file:/C:/ccviews/forget/experiment/experiment60/3--24-dimethylphenyl--2-methylquinazolin-4-3h--one,1,0.0044
