Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment70/therapy,1,0.0013
file:/C:/ccviews/forget/experiment/experiment70/retinoic-acid-receptor-family-mediated-signaling-pathway,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/Covalent-Bond,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/gtf3c4-gene,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/ID-16921,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/Code-For,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/dmrt1-gene,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/tata-binding-protein-associated-factor-2n,8,0.0101
file:/C:/ccviews/forget/experiment/experiment70/H4,1,0.0013
file:/C:/ccviews/forget/experiment/experiment70/nfat5-gene,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/replication-initiation,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/Attach,8,0.0101
file:/C:/ccviews/forget/experiment/experiment70/epidermal-necrolysis,8,0.0101
file:/C:/ccviews/forget/experiment/experiment70/t-cell-apoptosis-pathway,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/metabolic-control,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/il2-mediated-signaling-pathway,4,0.0050
file:/C:/ccviews/forget/experiment/experiment70/negative-regulation-of-cell-cycle,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/UMLS_Concept,4,0.0050
file:/C:/ccviews/forget/experiment/experiment70/nfatc4-gene,1,0.0013
file:/C:/ccviews/forget/experiment/experiment70/chromatin-remodeling,10,0.0126
file:/C:/ccviews/forget/experiment/experiment70/hepatocyte-growth-factor-receptor-signaling-pathway-pid,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/nucleosome-binding-domain,4,0.0050
file:/C:/ccviews/forget/experiment/experiment70/cell-cycle-regulation-process,21,0.0264
file:/C:/ccviews/forget/experiment/experiment70/cell-cycle-protein,6,0.0075
file:/C:/ccviews/forget/experiment/experiment70/pax6-gene,1,0.0013
file:/C:/ccviews/forget/experiment/experiment70/hmgn3-gene,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/epithelial-cell-signaling-pathway-in-helicobacter-pylori-infection,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/nucleotide-excision-repair,8,0.0101
http://www.w3.org/2002/07/owl#Nothing,1,0.0013
file:/C:/ccviews/forget/experiment/experiment70/lissencephaly-1-gene-in-neuronal-migration-and-development,2,0.0025
file:/C:/ccviews/forget/experiment/experiment70/Positive-Gene-Regulation,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/ptpn11-gene,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/foxc2-gene,3,0.0038
file:/C:/ccviews/forget/experiment/experiment70/Synthesis-Of-mRNA,7,0.0088
file:/C:/ccviews/forget/experiment/experiment70/tyrosine-protein-kinase-abl1,29,0.0365
file:/C:/ccviews/forget/experiment/experiment70/Translation,2,0.0025
