Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment84/antifungal-agent,1,0.0167
http://www.w3.org/2002/07/owl#Thing,60,1.0000
file:/C:/ccviews/forget/experiment/experiment84/organic-compound,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/CHV_Concept,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/single-patient-hemodialysis-machine,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/pes-s-alfa,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/isomuscimol,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/acid,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/J7,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/hemodialysis-filter,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/hemodialysis-machine,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/antacid,6,0.1000
file:/C:/ccviews/forget/experiment/experiment84/xanthines,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/nitrogen-compound,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/chrysomycin-a,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/sodium-bicarbonate,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/art-therapy,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/nn-dimethylmuscimol,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/dialyzer-with-enhanced-internal-filtration,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/isoxazole,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/morphinans,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/dihydromuscimol,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/muscimol,11,0.1833
file:/C:/ccviews/forget/experiment/experiment84/gamma-actin,3,0.0500
file:/C:/ccviews/forget/experiment/experiment84/dialyzer,16,0.2667
file:/C:/ccviews/forget/experiment/experiment84/nikkajicompounds,3,0.0500
file:/C:/ccviews/forget/experiment/experiment84/hemodialysis,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/centrally-acting-drug,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/imidazoles,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/cyprenorphine,3,0.0500
file:/C:/ccviews/forget/experiment/experiment84/antacids,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/gastrointestinal-agent,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/neticonazole,3,0.0500
file:/C:/ccviews/forget/experiment/experiment84/aps-15e,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/gaba-a-receptor-agonists,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/UMLS_Concept,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/hdf,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/J395,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/medical-equipment,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/uric-acid,8,0.1333
file:/C:/ccviews/forget/experiment/experiment84/role--knapsack-,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/aminoglycosides,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/automated-peritoneal-dialyzer,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/n-methylmuscimol,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/nn-dimethylthiomuscimol,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/sensory-art-therapies,2,0.0333
file:/C:/ccviews/forget/experiment/experiment84/artificial-kidney,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/laminated-dialyzer,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/uric-acid-measurement,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/dialyzers,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/opioid-receptor-agonist,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/vitamin-e-immobilized-dialyzer,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/drug,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/actin,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/thiomuscimol,1,0.0167
file:/C:/ccviews/forget/experiment/experiment84/J41,2,0.0333
