Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment38/dibutyl-sebacate,3,0.0129
file:/C:/ccviews/forget/experiment/experiment38/myb-oncogene-protein,6,0.0258
file:/C:/ccviews/forget/experiment/experiment38/rna-virus,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/proto-oncogene-proteins-c-ets,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/UMLS_Concept,3,0.0129
file:/C:/ccviews/forget/experiment/experiment38/dna-binding,2,0.0086
file:/C:/ccviews/forget/experiment/experiment38/carbamazepine,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/rna-binding-protein-fus,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/proto-oncogene-proteins-c-pim-1,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/parasympatholytics,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/ovary,2,0.0086
file:/C:/ccviews/forget/experiment/experiment38/caerulein,15,0.0644
file:/C:/ccviews/forget/experiment/experiment38/aml1-eto,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/oncogene-myb,2,0.0086
file:/C:/ccviews/forget/experiment/experiment38/proto-oncogene-dbl,2,0.0086
file:/C:/ccviews/forget/experiment/experiment38/proto-oncogene-proteins-c-akt,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/proto-oncogene-proteins-c-fes,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/ck7,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/stathmin,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/cytokeratin-18,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/oncogene-proteins,2,0.0086
file:/C:/ccviews/forget/experiment/experiment38/antidepressant-nos,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/wheat-streak-mosaic-virus,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/potyvirus,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/mdm2-protein,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/dj-1-protein,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/chromoprotein,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/phycoerythrobilin,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/myc-protein,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/etv6runx1-fusion-gene,2,0.0086
file:/C:/ccviews/forget/experiment/experiment38/nebivolol,1,0.0043
file:/C:/ccviews/forget/experiment/experiment38/mdmx-protein,1,0.0043
