Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment86/occupational-singles,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Adenine,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Food,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Adenine-At-DNA-Strand-Opposite-To-DNA-Strand,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Thymine,20,0.1754
file:/C:/ccviews/forget/experiment/experiment86/salivary-gland-disease,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/sulfonylurea-antidiabetic-agent,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Mixture,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/salivary-colic,3,0.0263
file:/C:/ccviews/forget/experiment/experiment86/Cytosine-At-DNA-Strand,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/group-counseling,5,0.0439
file:/C:/ccviews/forget/experiment/experiment86/Tear,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/chemotherapy-induced-nausea-and-vomiting,7,0.0614
file:/C:/ccviews/forget/experiment/experiment86/purine-nos,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Antibacterial-Agent,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-x7c-tear,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/cotarnine,4,0.0351
file:/C:/ccviews/forget/experiment/experiment86/chenopodium-ambrosioides,3,0.0263
file:/C:/ccviews/forget/experiment/experiment86/ache,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/reproductive-techniques-assisted,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-x7c-body-fluid,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/nucleotides,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/nausea-and-vomiting,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Wet,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/organic-compound,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Organism,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/eupleridae,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/httpsbmi,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/thymine-x7c-bld-ser-plas,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/sulfonylurea-compounds,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Wetness-Value,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Sweat,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/Chemical,4,0.0351
file:/C:/ccviews/forget/experiment/experiment86/ID-19415,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/ID-19414,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/action-and-operation--life-science-,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/nausea,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Base-pairing,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/Mucus,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-abprthrptserord,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Thymine-At-DNA-Strand-Opposite-To-RNA-Strand,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-agprthrpttissordimmune-stain,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/medical-procedure-related-to-reproduction-nos,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-abigeacncptserqn,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/J1,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-chloride,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-x7c-cerebral-spinal-fluid,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/J2,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-x7c-urine,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Water,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Mouth,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/endolysin,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/terms-related-to-personnel-management,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/serology,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Tangible-Entity,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/controlled-ovarian-stimulation,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-x7c-pleural-fluid,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Excreted-Fluid,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/alkaloids,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/thymine-x7c-cerebral-spinal-fluid,1,0.0088
http://www.w3.org/2002/07/owl#Thing,114,1.0000
file:/C:/ccviews/forget/experiment/experiment86/ID-1945,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/o--s---glycosidase,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/sulfonylurea-nos,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/UMLS_Concept,5,0.0439
file:/C:/ccviews/forget/experiment/experiment86/ovulation-accelerator,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/Defense,3,0.0263
file:/C:/ccviews/forget/experiment/experiment86/vomiting,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/thymine-x7c-urine,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/muramidase,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/side-effect,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Pyrimidine,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Thymine-At-DNA-Strand-Opposite-To-DNA-Strand,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/ovulation-induction,10,0.0877
file:/C:/ccviews/forget/experiment/experiment86/sulfonylurea,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/enzymes,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/carnivora,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Salivary-Amylase,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/chenopodium,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Cytosine,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/CHV_Concept,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Lysozyme,26,0.2281
file:/C:/ccviews/forget/experiment/experiment86/Base-Pairing-Between-Adenine-And-Thymine,4,0.0351
file:/C:/ccviews/forget/experiment/experiment86/Buffer,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/lysozyme-abigerast-classprthrptserord,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/mental-health-counseling,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Adenine-At-RNA-Strand-Opposite-To-DNA-Strand,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Nitrogenous-Base-Present-In-DNA,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Bacterium,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/tolbutamide,9,0.0789
file:/C:/ccviews/forget/experiment/experiment86/alkaloid,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/Adenine-At-DNA-Strand,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/tetrahydroisoquinolines,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/gastric-secretion-nos,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/ID-17274,3,0.0263
file:/C:/ccviews/forget/experiment/experiment86/Bacterial-Infection,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/ID-17275,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/ID-17272,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/o-glycosidase,1,0.0088
file:/C:/ccviews/forget/experiment/experiment86/ID-17273,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/ID-17270,2,0.0175
file:/C:/ccviews/forget/experiment/experiment86/ID-17271,3,0.0263
file:/C:/ccviews/forget/experiment/experiment86/Guanine-At-DNA-Strand,1,0.0088
