Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment12/benign-cardiac-neoplasm,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/alexandrium-tamarense,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/myeloproliferative-disorder,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/genetic-services,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/mesoderm-derived-structure,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/style,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/cardiac-granular-cell-tumor,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/Sepal,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/J1,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/multi-tissue-structure,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/J34,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/visceral-serous-pericardium,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/ureteral-diseases,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/terms-related-to-experiment-observation-and-recording,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/httpwww,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/salad,3,0.0268
file:/C:/ccviews/forget/experiment/experiment12/granular-cell-tumor,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/histomembrane,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/triazoles,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/gynoecium,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ID-8999,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ID-8998,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Pollination,3,0.0268
file:/C:/ccviews/forget/experiment/experiment12/ID-8997,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ureteral-obstruction,5,0.0446
file:/C:/ccviews/forget/experiment/experiment12/-enclose,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Color-Value,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/smad5-protein,3,0.0268
file:/C:/ccviews/forget/experiment/experiment12/subepicardial-layer-of-epicardium,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/metaplasia-nos,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/nitriles,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/heart-neoplasm,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/hygromycin-b,5,0.0446
file:/C:/ccviews/forget/experiment/experiment12/splenic-diseases,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/syphilis-of-lung,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/Carpel,5,0.0446
file:/C:/ccviews/forget/experiment/experiment12/marrow-cells-increased,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/otitis-media,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/phenmedipham,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/aminoglycosides,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/httpsbmi,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/procedural-approach-nos,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/epicardium-of-ventricle,3,0.0268
file:/C:/ccviews/forget/experiment/experiment12/posterior-approach,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/myeloid-metaplasia,7,0.0625
file:/C:/ccviews/forget/experiment/experiment12/pistil,1,0.0089
http://www.w3.org/2002/07/owl#Thing,112,1.0000
file:/C:/ccviews/forget/experiment/experiment12/counseling,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/CHV_Concept,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/epicardial-adipocyte,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/organic-compound,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/dna-binding-protein,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/other-forms-of-late-syphilis-with-symptoms,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/left-ventricular-epicardium,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/cuisine,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/smear-test,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/patient-counseling-nos,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/genetic-counseling,6,0.0536
file:/C:/ccviews/forget/experiment/experiment12/smad-proteins-receptor-regulated,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/CARO_0000003,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/epicardium,29,0.2589
file:/C:/ccviews/forget/experiment/experiment12/surgical-technique,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/nikkajicompounds,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/Leaf-Organ,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Petal,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/epicardial-fat,5,0.0446
file:/C:/ccviews/forget/experiment/experiment12/ID-9003,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ID-9002,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/spread,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ID-9001,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ID-9000,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Stamen,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/epicardial-neoplasm,7,0.0625
file:/C:/ccviews/forget/experiment/experiment12/dinoflagellida,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Flower,11,0.0982
file:/C:/ccviews/forget/experiment/experiment12/connected-anatomical-structure,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/heart,5,0.0446
file:/C:/ccviews/forget/experiment/experiment12/pericardium,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/proepicardium,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Whorl,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/Transfer,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/upper-respiratory-tract-infection,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/marrow-depression,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/benign-epicardial-neoplasm,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/UMLS_Concept,3,0.0268
file:/C:/ccviews/forget/experiment/experiment12/syphilis,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/chronic-suppurative-otitis-media,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/heart-part,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/ureteral-disease,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/suppurative-inflammation,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/adipose-tissue,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/syphilis-nos,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/eukaryota,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/anthelmintic-nos,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/cardiac-ventricle,2,0.0179
file:/C:/ccviews/forget/experiment/experiment12/fenbuconazole,4,0.0357
file:/C:/ccviews/forget/experiment/experiment12/smear,5,0.0446
file:/C:/ccviews/forget/experiment/experiment12/myocardium,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/carbamates,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/nitrogen-heterocyclic-fungicide,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/product--life-science-,1,0.0089
file:/C:/ccviews/forget/experiment/experiment12/Pollen-Grain,1,0.0089
