Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment66/viridiplantae,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/J152,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/skin-neoplasm,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/trisomy-7,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/euphorbia-esula,3,0.0229
file:/C:/ccviews/forget/experiment/experiment66/rhodamine-110,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/ehrlichia-canis-x7c-bld-ser-plas,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/cystic-kidney-disease,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/neoplastic-transitional-cell,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/kidney-vascular-disorder,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/benign-epithelial-skin-neoplasm,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/benign-neoplasm-of-sebaceous-gland,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/infantile-myofibromatosis,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/tubular-pattern,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/lentigo,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/UMLS_Concept,4,0.0305
file:/C:/ccviews/forget/experiment/experiment66/ehrlichia,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/prosopagnosia-hereditary,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/e3-sumo-protein-ligase-egr2--mouse-,3,0.0229
file:/C:/ccviews/forget/experiment/experiment66/immature-alpha-beta-t-cell,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/trisomy-17,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/metanephric-adenoma,10,0.0763
file:/C:/ccviews/forget/experiment/experiment66/mus-musculus,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/agnosia,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/naevoxanthoendothelioma,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/early-growth-response-protein-2,18,0.1374
file:/C:/ccviews/forget/experiment/experiment66/multiple-self-healing-epithelioma-of-ferguson-smith,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/rare-non-neoplastic-disorder,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/benign-neoplasm-of-skin-of-trunk-excluding-scrotum,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/integumentary-system-benign-neoplasm,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/wikstroemia,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/subjective-visual-disturbances,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/CHV_Concept,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/braf-v600e-mutation-present,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/encephalocraniocutaneous-lipomatosis,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/visual-deprivation,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/renal-pelvis-urothelium,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/egr2-protein-rat,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/adenoma,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/dna-binding-protein,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/krox-20-protein-xenopus,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/early-growth-response-protein-2b--zebrafish-,3,0.0229
file:/C:/ccviews/forget/experiment/experiment66/benign-neoplasm-of-skin-of-upper-limb-and-shoulder,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/benign-neoplasm-of-skin-of-ear-and-external-auditory-meatus,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/immature-nk-t-cell,3,0.0229
file:/C:/ccviews/forget/experiment/experiment66/benign-kidney-neoplasm,2,0.0153
file:/C:/ccviews/forget/experiment/experiment66/benign-neoplasm-of-sweat-gland,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/benign-tumor,1,0.0076
file:/C:/ccviews/forget/experiment/experiment66/cold-injury,4,0.0305
file:/C:/ccviews/forget/experiment/experiment66/open-wound-of-larynx,3,0.0229
file:/C:/ccviews/forget/experiment/experiment66/renal-papillary-adenoma,12,0.0916
file:/C:/ccviews/forget/experiment/experiment66/nikkajicompounds,2,0.0153
