Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment10/chlorides,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/endarterectomy-carotid,1,0.0110
http://www.w3.org/2002/07/owl#Thing,91,1.0000
file:/C:/ccviews/forget/experiment/experiment10/accidents,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/substance--life-science-,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/antivitamin,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/puromycin,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/camphorquinone,2,0.0220
file:/C:/ccviews/forget/experiment/experiment10/stavudine,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/xanthurenates,6,0.0659
file:/C:/ccviews/forget/experiment/experiment10/carpometacarpus,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/UMLS_Concept,5,0.0549
file:/C:/ccviews/forget/experiment/experiment10/6-mercap,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/terms-related-to-paleontology-and-geobiology,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/disease-and-symptom,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/metyrapone,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/crocodylia,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/xanthurenic-acid,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/camphor,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/tetrahydrouridine,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/obstruction-of-eustachian-tube,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/biohazard-release,4,0.0440
file:/C:/ccviews/forget/experiment/experiment10/ammonium-compound,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/sverdlovsk-accidental-release,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/xanthurenic-acid-8-methyl-ether,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/chlorobenzoates,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/thioinosine,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/pyrithiamine,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/adrenochrome,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/hemostatic-agent,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/23-dideoxyadenosine,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/antimetabolites-antineoplastic,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/inorganic-compounds,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/carotid-endarterectomy,4,0.0440
file:/C:/ccviews/forget/experiment/experiment10/furcula,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/molecular-mechanisms-of-pharmacological-action,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/httpsbmi,2,0.0220
file:/C:/ccviews/forget/experiment/experiment10/azathioprine,1,0.0110
file:/C:/ccviews/forget/experiment/experiment10/ammonium-chloride,8,0.0879
