Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment55/torovirus,4,0.0108
file:/C:/ccviews/forget/experiment/experiment55/hypercalcemic-uremia,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/antibacterial-drug,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/hypercalcemia-idiopathic-of-infancy,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/saccharide-kinase,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/pthrp,2,0.0054
file:/C:/ccviews/forget/experiment/experiment55/hypocalciuric-hypercalcemia-acquired,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/isoflavones,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/smoldering-plasma-cell-myeloma,9,0.0243
file:/C:/ccviews/forget/experiment/experiment55/invertebrate,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/calcium-disorders,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/anaplastic-plasma-cell,12,0.0324
file:/C:/ccviews/forget/experiment/experiment55/calcium-metabolism-disorder,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/neoplastic-plasma-cells-more-than-30-percent-of-bone-marrow-nucleated-cells,2,0.0054
file:/C:/ccviews/forget/experiment/experiment55/plasmablast,12,0.0324
file:/C:/ccviews/forget/experiment/experiment55/nikkajicompounds,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/intrauterine-device,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/daidzein,6,0.0162
file:/C:/ccviews/forget/experiment/experiment55/plasma-cell-myeloma-by-ds-stage,6,0.0162
file:/C:/ccviews/forget/experiment/experiment55/contraceptive-patch,1,0.0027
file:/C:/ccviews/forget/experiment/experiment55/del-13q14-,19,0.0514
file:/C:/ccviews/forget/experiment/experiment55/pathologic-fracture,18,0.0486
file:/C:/ccviews/forget/experiment/experiment55/dissociative-amnesia,5,0.0135
file:/C:/ccviews/forget/experiment/experiment55/ccnd1-protein-overexpression,12,0.0324
