Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment57/lactam,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/central-nervous-system-infection,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/sulfur-heterocyclic-compound,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/intracranial-abscess,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/drug,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/digestive-albuminuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/albuminuric-amaurosis,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/mixed-hyperlipidemia,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/urine,2,0.0096
file:/C:/ccviews/forget/experiment/experiment57/manifest-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/amdinocillinmcncptserplasqn,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/organic-compound,2,0.0096
file:/C:/ccviews/forget/experiment/experiment57/thiazines,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/increased-concentration,2,0.0096
file:/C:/ccviews/forget/experiment/experiment57/renal-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/pavys-disease,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/dietary-standard,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/polynuclear-aromatic-compound,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/nephrotic-range-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/fredrickson-type-i-lipidemia,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/proteinuria,68,0.3254
file:/C:/ccviews/forget/experiment/experiment57/asymptomatic-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/pdgfr-inhibitor,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/dent-disease,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/n-succinimidyl-24-dimethoxy-3--trimethylstannyl-benzoate,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/albumosuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/mecillinam,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/penicillin-nos,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/postprandial-hyperlipidemia,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/abnormal-urine-test-result,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/partial-albuminuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/intrapartum-albuminuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/dietary-reference-intakes,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/dural-abscess,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/tuberculous-abscess-of-brain,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/rr-interval,4,0.0191
file:/C:/ccviews/forget/experiment/experiment57/non-steroidal-anti-inflammatory-agent,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/antiprotozoal-agent,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/n-succinimidyl-5-trimethylstannylpyridine-3-carboxylate,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/urological-manifestations,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/receptor-tyrosine-kinase,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/feeding-standard,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/palpatory-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/usf1-gene,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/lipc-gene,3,0.0144
http://www.w3.org/2002/07/owl#Thing,209,1.0000
file:/C:/ccviews/forget/experiment/experiment57/asymptomatic-persistent-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/brissaud-syndrome,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/fredrickson-type-iii-lipidemia,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/amdinocillinsuscptisolateqnmlc,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/trimethyltin-chloride,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/essential-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/hydroxy-acid,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/propeptonuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/abnormal-blood-chemistry-and-hematology-test-result,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/liqueur,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/antineoplastic-agent,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/intermittent-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/33-dimethyl-1--trimethylstannyl--cyclopropene,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/protein,2,0.0096
file:/C:/ccviews/forget/experiment/experiment57/symptom,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/amebic-brain-abscess,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/gouty-albuminuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/bcrabl1-fusion-protein,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/albuminuria-neurotica,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/poly-a--binding-protein-i,3,0.0144
file:/C:/ccviews/forget/experiment/experiment57/brain-abscess,20,0.0957
file:/C:/ccviews/forget/experiment/experiment57/carboxamide,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/blood-disorder,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/prerenal-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/paroxysmal-proteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/injury,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/hepatic-triacylglycerol-lipase,7,0.0335
file:/C:/ccviews/forget/experiment/experiment57/remnant-hyperlipidemia,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/orthostatic-albuminuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/nutritional-requirement,10,0.0478
file:/C:/ccviews/forget/experiment/experiment57/excessive-fat-in-the-blood,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/pseudoproteinuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/febrile-albuminuria,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/urologic-disease,1,0.0048
file:/C:/ccviews/forget/experiment/experiment57/inhibition-of-cell-proliferation,1,0.0048
