Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment52/renal-hypoplasia,6,0.2609
file:/C:/ccviews/forget/experiment/experiment52/skin-neoplasms,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/skin-neoplasm,1,0.0435
http://www.w3.org/2002/07/owl#Thing,23,1.0000
file:/C:/ccviews/forget/experiment/experiment52/organic-compound,2,0.0870
file:/C:/ccviews/forget/experiment/experiment52/pirlindole,3,0.1304
file:/C:/ccviews/forget/experiment/experiment52/httpsbmi,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/genetic-non-syndromic-renal-or-urinary-tract-malformation,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/CHV_Concept,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/monoamine-oxidase-inhibitor,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/kidney-disease,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/bilateral-renal-hypoplasia,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/UMLS_Concept,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/crisamicin-c,2,0.0870
file:/C:/ccviews/forget/experiment/experiment52/fracture--disease-,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/fracture-of-femur,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/muir-torre-syndrome,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/unilateral-renal-hypoplasia,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/hip-fractures,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/sebaceous-gland-neoplasms,4,0.1739
file:/C:/ccviews/forget/experiment/experiment52/viral-disease,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/femoral-fractures,6,0.2609
file:/C:/ccviews/forget/experiment/experiment52/leg-injuries,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/carbazoles,1,0.0435
file:/C:/ccviews/forget/experiment/experiment52/flaviviridae-infections,2,0.0870
file:/C:/ccviews/forget/experiment/experiment52/naphthoquinones,1,0.0435
