Class,Axioms,Coverage
file:/C:/ccviews/forget/experiment/experiment2/transcriptional-regulation,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/UMLS_Concept,6,0.0484
file:/C:/ccviews/forget/experiment/experiment2/ucp1-gene,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/mesencephalon,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/trime,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/transport-protein,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/xanthones,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/uncoupling-protein,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/mecp2-gene,3,0.0242
file:/C:/ccviews/forget/experiment/experiment2/optic-nerve,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/pericentral-nucleus-of-inferior-colliculus,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/pervasive-development-disorder,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/syndrome,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/nikkajicompounds,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/central-nucleus-of-inferior-colliculus,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/hyponatremia,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/optic-nerve-disease,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/anterior-ischemic-optic-neuropathy,4,0.0323
file:/C:/ccviews/forget/experiment/experiment2/aminopterin,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/xanthone,5,0.0403
file:/C:/ccviews/forget/experiment/experiment2/J21,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/rett-syndrome,21,0.1694
file:/C:/ccviews/forget/experiment/experiment2/waikavirus,4,0.0323
file:/C:/ccviews/forget/experiment/experiment2/nervous-system,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/sequiviridae,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/x-linked-syndromic-intellectual-disability,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/mitochondrial-brown-fat-uncoupling-protein-1,12,0.0968
file:/C:/ccviews/forget/experiment/experiment2/neuropathy,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/open-reading-frames,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/rare-non-neoplastic-disorder,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/human,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/adipose-tissue,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/corpora-quadrigemina,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/transmembrane-domain,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/psittaciformes,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/methyl-cpg-binding-protein-2,7,0.0565
file:/C:/ccviews/forget/experiment/experiment2/genetic-code,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/cell-respiration,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/reading-frames,4,0.0323
file:/C:/ccviews/forget/experiment/experiment2/opiate-agonist-nos,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/antimetabolites-antineoplastic,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/benign-neoplasm-of-gastrointestinal-tract-nos,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/methotrexate,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/nut--fruit-,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/ppar-signaling-pathway,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/furans,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/proteaceae,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/monogenic-disease-with-epilepsy,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/pervasive-developmental-disorder,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/brain-disease,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/endocrine-gland-neoplasm,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/anatomical-structure,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/inferior-colliculus,20,0.1613
file:/C:/ccviews/forget/experiment/experiment2/hematometra,5,0.0403
file:/C:/ccviews/forget/experiment/experiment2/insecticide,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/brown-adipose-tissue,9,0.0726
http://www.w3.org/2002/07/owl#Thing,124,1.0000
file:/C:/ccviews/forget/experiment/experiment2/mecp2-wt-allele,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/transcription-regulatory-protein,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/opioid-receptor-agonist,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/external-nucleus-of-inferior-colliculus,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/pancreas-tumor,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/midbrain-tectum,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/transmembrane-protein,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/genetic-disorder,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/lateral-structure,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/regional-part-of-brain,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/uterine-disease,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/brachium-of-inferior-colliculus,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/ion-transport-process,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/plant-virus,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/thyrotropin-alfa,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/inner-mitochondrial-membrane,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/congenital-brain-disorder,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/etorphine,7,0.0565
file:/C:/ccviews/forget/experiment/experiment2/folic-acid-antagonists,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/nucleotide-sequence,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/organic-compound,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/adaptive-thermogenesis,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/CHV_Concept,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/brain,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/huntingtons-disease-pathway,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/noninflammatory-disorder-of-the-female-genital-organs-nos,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/dilutional-hyponatremia,3,0.0242
file:/C:/ccviews/forget/experiment/experiment2/congenital-disease,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/desacetyluvaricin,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/brown-fat-cell,3,0.0242
file:/C:/ccviews/forget/experiment/experiment2/atypical-rett-syndrome,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/J812,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/morphinans,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/malignant-neoplasm-of-pancreas,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/superior-colliculus,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/commissure-of-inferior-colliculus,3,0.0242
file:/C:/ccviews/forget/experiment/experiment2/heredodegenerative-disorders-nervous-system,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/antifolate,5,0.0403
file:/C:/ccviews/forget/experiment/experiment2/macadamia,5,0.0403
file:/C:/ccviews/forget/experiment/experiment2/nervous-system-commissure,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/amazona,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/httpsbmi,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/dna-methylation-regulation,2,0.0161
file:/C:/ccviews/forget/experiment/experiment2/malignant-neoplasm-of-islets-of-langerhans,4,0.0323
file:/C:/ccviews/forget/experiment/experiment2/rare-pervasive-developmental-disorder,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/mental-deficiency,1,0.0081
file:/C:/ccviews/forget/experiment/experiment2/tsh,1,0.0081
